Title;Description;Price;Producer;Rating;Review_count;Specifications
ZESTAW Kawa ziarnista Bazzara DODICIGRANCRU 2x1kg + 4x250g;Zestaw łącznie zawiera 3 kg kawy ziarnistej Bazzara Dodicigrancru - 2x 1kg oraz 4x 250g.;443.64;BAZZARA;5.00;14;Skład: 100% Arabika | Stopień palenia: Średni | Zawartość kofeiny: Niska | Rodzaj: Kawa ziarnista | Przeznaczenie : Do ekspresu automatycznego Do ekspresu kolbowego Do biura Do kawiarni | Polecana do: Espresso Kawa czarna | Blend czy Single: Blend / Mieszanki | Pochodzenie ziaren: Ameryka Południowa Ameryka Środkowa Indie Etiopia | Kwasowość: Mocna | Gorycz: Średnia | Słodycz: Mocna | Intensywność smaku: Średnia | Wyczuwalne smaki: Czekolada Kwiaty Liść tytoniu Przyprawy | Crema: Gęsta | Sposób przygotowania: Ekspres automatyczny Ekspres kolbowy French Press Kawiarka Tradycyjny Ekspres przelewowy | Palarnia: Włochy
Kawa ziarnista Bazzara PIACEREPURO 1kg;Bazzara Piacerepuro to kawa ziarnista dla najbardziej wymagających konsumentów. 100% mieszanka ziaren Arabiki Gourmet pochodzących z Azji i południowej Ameryki. Skład: 100% Arabica Gourmet;149.99;BAZZARA;kwi.98;422;Skład: 100% Arabika | Stopień palenia: Średni | Zawartość kofeiny: Niska | Rodzaj: Kawa ziarnista | Przeznaczenie : Do ekspresu automatycznego Do ekspresu kolbowego Do biura Do kawiarni | Palarnia: Włochy | Polecana do: Espresso Kawa czarna | Blend czy Single: Blend / Mieszanki | Pochodzenie ziaren: Brazylia Kolumbia Indie | Kwasowość: Średnia | Gorycz: Średnia | Słodycz: Średnia | Intensywność smaku: Średnia | Wyczuwalne smaki: Orzechy Rodzynki Kakao | Crema: Gęsta | Sposób przygotowania: Ekspres automatyczny Ekspres kolbowy French Press Kawiarka Tradycyjny | Opakowanie: 1000g
Kawa ziarnista Costa Coffee Caffe Crema VELVET 1kg;Caffe Crema VELVET to wypalona w stopniu średnim mieszanka robusty i arabiki, przeznaczona do ekspresów ciśnieniowych. Kawa od Costa Coffee to jedwabista i aromatyczna kawa, która charakteryzuje się gęstą cremą oraz posmakiem ciemnej czekolady.;57.99;COSTA COFFEE;kwi.87;30;Skład: Arabika, Robusta | Stopień palenia: Średni | Zawartość kofeiny: Niska | Rodzaj: Kawa ziarnista | Przeznaczenie : Do domu Do ekspresu automatycznego Do ekspresu kolbowego Do kawiarki | Opakowanie: 1000g | Sposób przygotowania: Ekspres automatyczny Ekspres kolbowy Kawiarka Tradycyjny | Crema: Trwała | Wyczuwalne smaki: Ciemna czekolada | Intensywność smaku: Średnia | Gorycz: Delikatna | Kwasowość: Delikatna | Słodycz: Średnia | Pochodzenie ziaren: Ameryka Azja | Blend czy Single: Blend / Mieszanki | Palarnia: Anglia | Polecana do: Espresso Kawa czarna Cappuccino Latte | Kawa Specialty: Nie
ZESTAW - Kawa ziarnista Trip Coffee Brazylia 1kg + Trip Coffee Peru 1kg;Zestaw dwóch kaw ziarnistych Trip Coffee, które sprawdzą się do przygotowania w ekspresach ciśnieniowych, french pressie lub kawiarce. W zestawie znajduje się kawa ziarnista Trip Coffee Brazylia 1kg oraz Trip Coffee Peru 1kg.;199.98;TRIP COFFEE;5.00;3;Skład: 100% Arabika | Stopień palenia: Średni | Zawartość kofeiny: Niska | Rodzaj: Kawa ziarnista | Palarnia: Polska | Przeznaczenie : Do domu Do ekspresu automatycznego Do ekspresu kolbowego Do kawiarki | Opakowanie: 2000g | Sposób przygotowania: Ekspres automatyczny Ekspres kolbowy Kawiarka Tradycyjny | Pochodzenie ziaren: Brazylia Peru | Polecana do: Espresso Kawa czarna Cappuccino Latte | Kawa Specialty: Nie
Kawa ziarnista Momento Konesso Blend 1kg;Średnio palona mieszanka arabiki z Brazylii i Etiopii przeznaczona do ekspresów. Momento Konesso Blend ma słodki smak z nutami czekolady deserowej, toffi i jagód.;119.99;MOMENTO COFFEE;5.00;20;Skład: 100% Arabika | Stopień palenia: Średni | Zawartość kofeiny: Niska | Rodzaj: Kawa ziarnista | Palarnia: Polska | Przeznaczenie : Do domu Do ekspresu automatycznego Do ekspresu kolbowego Do kawiarki | Opakowanie: 1000g | Sposób przygotowania: Ekspres automatyczny Ekspres kolbowy Kawiarka Tradycyjny | Crema: Trwała | Wyczuwalne smaki: Czekolada deserowa Toffi Jagody | Intensywność smaku: Średnia | Gorycz: Delikatna | Kwasowość: Delikatna | Słodycz: Mocna | Pochodzenie ziaren: Brazylia Etiopia | Blend czy Single: Blend / Mieszanki | Polecana do: Espresso Kawa czarna Cappuccino Latte | Kawa Specialty: Nie
Kawa ziarnista HAYB Konesso Filter Blend 1kg;Jasno palona mieszanka arabiki z Brazylii i Etiopii przeznaczona pod przelew. HAYB Filter Blend posiada słodki smak z nutami czekolady oraz czerwonych i żółtych owoców.;109.99;HAYB SPECIALITY COFFEE;kwi.85;94;Skład: 100% Arabika | Sposób przygotowania: Aeropress Chemex Dripper Ekspres przelewowy French Press Tradycyjny | Crema: Delikatna | Wyczuwalne smaki: Czekolada Czerwone owoce Żółte owoce | Intensywność smaku: Średnia | Gorycz: Delikatna | Kwasowość: Delikatna | Słodycz: Mocna | Pochodzenie ziaren: Brazylia Etiopia | Blend czy Single: Blend / Mieszanki | Polecana do: Kawa czarna | Rodzaj: Kawa ziarnista | Zawartość kofeiny: Niska | Stopień palenia: Jasny
Kawa ziarnista HAYB Konesso Espresso Blend 250g;Średnio palona mieszanka arabiki z Brazylii i Etiopii przeznaczona do ekspresów. HAYB Espresso Blend posiada słodki smak z nutami czekolady oraz czerwonych i żółtych owoców.;32.99;HAYB SPECIALITY COFFEE;kwi.83;23;Skład: 100% Arabika | Stopień palenia: Średni | Zawartość kofeiny: Niska | Rodzaj: Kawa ziarnista | Palarnia: Polska | Przeznaczenie : Do biura Do domu Do kawiarni Do ekspresu automatycznego Do ekspresu kolbowego | Opakowanie: 250g | Sposób przygotowania: Ekspres automatyczny Ekspres kolbowy Kawiarka Tradycyjny | Crema: Trwała | Wyczuwalne smaki: Czerwone owoce Żółte owoce Czekolada | Intensywność smaku: Średnia | Gorycz: Delikatna | Kwasowość: Delikatna | Słodycz: Mocna | Pochodzenie ziaren: Brazylia Etiopia | Blend czy Single: Blend / Mieszanki | Polecana do: Espresso Kawa czarna
Kawa ziarnista COFFEE PLANT Sweet Brazil Shot 250g;Średnio palona brazylijska arabika przeznaczona do ekspresów ciśnieniowych. COFFEE PLANT Sweet Brazil Shot posiada słodki smak z nutami czekolady, orzechów, truskawek i miodu.;34.99;COFFEE PLANT;kwi.85;108;Skład: 100% Arabika | Stopień palenia: Średni | Zawartość kofeiny: Niska | Rodzaj: Kawa ziarnista | Palarnia: Polska | Przeznaczenie : Do biura Do domu Do kawiarni Do ekspresu automatycznego Do ekspresu kolbowego | Opakowanie: 250g | Sposób przygotowania: Ekspres automatyczny Ekspres kolbowy Kawiarka Tradycyjny | Crema: Trwała | Wyczuwalne smaki: Orzechy Truskawki Miód Czekolada | Intensywność smaku: Średnia | Gorycz: Delikatna | Kwasowość: Delikatna | Słodycz: Mocna | Pochodzenie ziaren: Brazylia | Blend czy Single: Blend / Mieszanki | Polecana do: Espresso Kawa czarna | Kawa Specialty: Nie
ZESTAW - Kawa Bazzara Dodicigrancru 2x1kg + opakowanie 250g;Zestaw wysokiej jakości kawy ziarnistej, która z pewnością zachwyci każdego miłośnika espresso. Kupując w zestawie 2 kawy ziarniste Bazzara Dodicigrancru 1 kg opakowanie kawy Bazzara Dodicigrancru 250 g otrzymasz gratis.;279.98;BAZZARA;kwi.99;216;Skład: 100% Arabika | Stopień palenia: Średni | Zawartość kofeiny: Niska | Rodzaj: Kawa ziarnista | Przeznaczenie : Do ekspresu automatycznego Do ekspresu kolbowego Do biura Do kawiarni | Polecana do: Espresso Kawa czarna | Blend czy Single: Blend / Mieszanki | Pochodzenie ziaren: Ameryka Południowa Ameryka Środkowa Indie Etiopia | Kwasowość: Mocna | Gorycz: Średnia | Słodycz: Mocna | Intensywność smaku: Średnia | Wyczuwalne smaki: Czekolada Kwiaty Liść tytoniu Przyprawy | Crema: Gęsta | Sposób przygotowania: Ekspres automatyczny Ekspres kolbowy French Press Kawiarka Tradycyjny | Palarnia: Włochy
ZESTAW - Kawa ziarnista Costa Coffee Caffe Crema VELVET 1kg + Syrop ORANGE SPRITZ MONIN 0,25 l;Zestaw zawiera opakowanie kawy ziarnistej Costa Coffee Caffe Crema Velvet 1kg oraz butelkę syropu MONIN Orange Spritz 250 ml.;77.99;COSTA COFFEE;5.00;2;Rodzaj: Syropy | Polecany do: Koktajl Lemoniada Drink | Pojemność: 250 ml | Opakowanie: Szklana butelka | Kawa Specialty: Nie
Kawa ziarnista Momento Konesso Blend 250g;Średnio palona mieszanka arabiki z Brazylii i Etiopii przeznaczona do ekspresów. Momento Konesso Blend ma słodki smak z nutami czekolady deserowej, toffi i jagód.;37.99;MOMENTO COFFEE;kwi.80;5;Skład: 100% Arabika | Stopień palenia: Średni | Zawartość kofeiny: Niska | Rodzaj: Kawa ziarnista | Palarnia: Polska | Przeznaczenie : Do domu Do ekspresu automatycznego Do ekspresu kolbowego Do kawiarki | Opakowanie: 250g | Sposób przygotowania: Ekspres automatyczny Ekspres kolbowy Kawiarka Tradycyjny | Crema: Trwała | Wyczuwalne smaki: Czekolada deserowa Toffi Jagody | Intensywność smaku: Średnia | Gorycz: Delikatna | Kwasowość: Delikatna | Słodycz: Mocna | Pochodzenie ziaren: Brazylia Etiopia | Blend czy Single: Blend / Mieszanki | Polecana do: Espresso Kawa czarna Cappuccino Latte | Kawa Specialty: Nie
Kawa ziarnista Belmio Ristretto Blend 1kg;Ciemno palona kawa ziarnista we włoskim stylu przeznaczona do ekspresów ciśnieniowych. Belmio Ristretto Blend ma intensywny aromat i czekoladowo-owocowy profil smakowy.;63.99;BELMIO;0.00;Brak opinii;Skład: Arabika, Robusta | Rodzaj: Kawa ziarnista | Opakowanie: 1000g | Stopień palenia: Średni | Blend czy Single: Blend / Mieszanki | Zawartość kofeiny: Średnia | Crema: Trwała | Palarnia: Belgia | Intensywność smaku: Mocna | Słodycz: Średnia | Kwasowość: Średnia | Gorycz: Mocna | Wyczuwalne smaki: Zboże Czekolada Owoce | Polecana do: Espresso Kawa czarna Cappuccino Latte | Sposób przygotowania: Ekspres automatyczny Ekspres kolbowy Kawiarka Tradycyjny | Przeznaczenie : Do domu Do ekspresu automatycznego Do ekspresu kolbowego Do kawiarki
Kawa ziarnista Belmio Delicato Blend 1kg;Średnio palona kawa ziarnista o idealnie zbalansowanym, łagodnym smaku. Mieszanka Belmio Delicato Blend ma orzechowo-czekoladowy posmak, przełamany nutami owoców cytrusowych.;67.99;BELMIO;0.00;Brak opinii;Skład: 100% Arabika | Rodzaj: Kawa ziarnista | Opakowanie: 1000g | Stopień palenia: Średni | Blend czy Single: Blend / Mieszanki | Pochodzenie ziaren: Ameryka Południowa Afryka | Zawartość kofeiny: Niska | Crema: Trwała | Palarnia: Belgia | Intensywność smaku: Średnia | Słodycz: Średnia | Kwasowość: Średnia | Gorycz: Delikatna | Wyczuwalne smaki: Czekolada Orzechy Zboże Owoce cytrusowe | Polecana do: Espresso Kawa czarna Cappuccino Latte | Sposób przygotowania: Ekspres automatyczny Ekspres kolbowy Kawiarka Tradycyjny | Przeznaczenie : Do domu Do ekspresu automatycznego Do ekspresu kolbowego Do kawiarki
Kawa ziarnista LaCava El Salvador Josue Recinol Filtr 250g;Kawa ziarnista La Cava El Salvador Josue Recinol to jasno palona arabika Specialty z Salwadoru przeznaczona do przelewowych metod parzenia. Poddana obróbce honey smakuje jak wanilia z nutami owoców leśnych i moreli.;47.36;LACAVA SPECIALTY COFFEE ROASTERY;2.00;1;Sposób przygotowania: Aeropress Chemex Dripper Ekspres przelewowy French Press Tradycyjny | Crema: Delikatna | Wyczuwalne smaki: Wanilia Morela Owoce leśne | Intensywność smaku: Średnia | Gorycz: Delikatna | Kwasowość: Średnia | Słodycz: Mocna | Pochodzenie ziaren: Salwador | Blend czy Single: Single / Jednorodne | Polecana do: Kawa czarna | Rodzaj: Kawa ziarnista | Zawartość kofeiny: Niska | Stopień palenia: Jasny | Skład: 100% Arabika
Kawa ziarnista STARBUCKS® HOLIDAY BLEND 190g;Świąteczna edycja aromatycznej kawy ziarnistej od Starbucks. Starbucks Holiday Blend posiada intensywny smak z wyczuwalnymi nutami ziołowo-klonowymi i będzie idealnym dodatkiem do świątecznych wypieków.;25.99;STARBUCKS®;kwi.76;38;Skład: 100% Arabika | Stopień palenia: Średni | Zawartość kofeiny: Niska | Rodzaj: Kawa ziarnista | Przeznaczenie : Do biura Do domu Do kawiarni Do ekspresu automatycznego Do ekspresu kolbowego | Opakowanie: 190g | Sposób przygotowania: Ekspres automatyczny Ekspres kolbowy Ekspres przelewowy French Press Kawiarka Tradycyjny | Crema: Trwała | Wyczuwalne smaki: Zioła Syrop klonowy | Intensywność smaku: Średnia | Gorycz: Średnia | Kwasowość: Delikatna | Słodycz: Średnia | Pochodzenie ziaren: Ameryka Środkowa Ameryka Południowa Indonezja | Blend czy Single: Single / Jednorodne | Polecana do: Espresso Kawa czarna | Kawa Specialty: Nie
Kawa ziarnista Cornella Barista PRO Premium Grade 96 1kg;Średnio palona mieszanka ziaren arabiki, która pochodzi z hiszpańskiej palarni Cornella. Kawa idealnie sprawdzi się w ekspresach automatycznych i kolbowych, a przygotowane z niej espresso rozbudzi nasze zmysły.;134.99;CORNELLA;kwi.90;115;Skład: 100% Arabika | Stopień palenia: Średni | Zawartość kofeiny: Niska | Palarnia: Hiszpania | Rodzaj: Kawa ziarnista | Przeznaczenie : Do ekspresu automatycznego Do ekspresu kolbowego | Opakowanie: 1000g | Polecana do: Espresso Kawa czarna | Blend czy Single: Blend / Mieszanki | Gorycz: Średnia | Kwasowość: Średnia | Intensywność smaku: Średnia | Wyczuwalne smaki: Kakao Lukrecja | Crema: Trwała | Sposób przygotowania: Ekspres automatyczny Ekspres kolbowy Ekspres przelewowy French Press Kawiarka Tradycyjny | Kawa Specialty: Nie
